Reporting date,Company Name,ABN,Segment,Sub-segment,Restriction on authorisation,Gross written premium,Gross earned premium,"Of which:Fire service levy",Outwards reinsurance expense,Net earned premium,Gross incurred claims,"Of which:Paid claims","Of which:Movement in outstanding claims liabilities",Reinsurance recoveries revenue,Non-reinsurance recoveries revenue,Net incurred claims,Of which: Current period net claims expense,Of which: Non-recurring items that are part of net claims,Acquisition costs (excluding LAT),Results of liability adequacy tests,Levies and charges,Commission revenue,Commission expense,Other underwriting expenses,Total underwriting expenses,Underwriting result,Investment income on assets backing insurance liabilities,Investment expenses on assets backing insurance liabilities,Insurance result,Investment income on shareholders funds,Other operating expenses,Other operating income,Income tax expense from continuing operations,Other profit and loss items,Net profit/loss after tax
31/03/2023,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,4,4,0,0,3,3,1,2,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,2,1,0,0,1
31/03/2023,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,31,46,0,18,28,61,29,32,33,0,27,2,25,5,3,0,0,0,3,10,-9,8,0,-2,2,0,0,0,0,0
31/03/2023,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,3,11,-8,2,0,1,0,1,0,0,0,0,0,0,0,-1,2,0,0,2,0,0,1,0,2
31/03/2023,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,27,45,1,45,0,34,37,-3,33,1,0,0,0,0,0,1,12,9,0,-2,2,0,0,2,0,3,0,0,0,-1
31/03/2023,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,52,71,2,23,48,32,32,0,9,1,22,13,9,3,0,0,10,7,0,1,26,5,0,31,3,19,0,5,0,11
31/03/2023,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,3,4,0,0,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,0,0,0
31/03/2023,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,311,362,0,37,325,357,204,152,35,0,322,286,36,0,0,0,2,78,0,75,-72,53,0,-19,11,5,-4,-5,0,-12
31/03/2023,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,69,100,3,52,48,48,34,14,17,0,31,11,21,4,0,3,8,6,2,7,10,5,0,15,2,3,0,4,0,10
31/03/2023,HDI Global Specialty SE,58129395544,Direct insurer,Commercial lines insurers,,88,117,3,104,13,74,53,22,66,0,8,8,0,0,0,3,27,24,0,-1,6,1,0,7,0,5,0,0,0,2
31/03/2023,Helia Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31/03/2023,Helia Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,51,104,0,10,94,-12,6,-18,-1,-1,-11,0,-11,6,0,0,0,0,17,23,81,40,0,121,36,4,0,46,0,107
31/03/2023,Hollard Insurance Partners Limited,96067524216,Direct insurer,Personal lines insurers,,226,228,8,31,197,222,215,7,13,7,202,182,20,5,-8,8,0,18,10,32,-37,3,0,-34,3,1,0,-11,0,-22
31/03/2023,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,10,23,0,7,16,18,8,10,5,0,13,10,3,0,0,1,1,1,3,3,0,4,0,4,1,1,0,1,0,3
31/03/2023,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"2,312","2,372",63,"1,799",572,"2,278","1,581",697,"1,535",132,611,528,83,89,0,31,253,178,127,171,-210,132,0,-78,60,100,88,-7,0,-24
31/03/2023,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,"1,161","1,117",41,83,"1,034",922,836,86,81,81,760,763,-3,120,0,39,0,41,9,208,66,44,1,108,27,1,1,40,0,94
31/03/2023,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,0,23,0,3,20,21,6,15,3,0,18,15,3,0,0,0,0,0,6,6,-3,4,0,0,4,0,0,1,0,3
31/03/2023,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2023,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,161,258,1,108,151,110,62,49,35,0,76,92,-16,1,-4,1,21,24,0,2,73,77,0,150,7,33,5,39,0,90
31/03/2023,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,0,23,0,1,22,26,12,14,1,5,20,17,3,0,0,0,0,0,1,1,1,9,0,9,0,7,1,0,0,3
31/03/2023,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,2,18,0,2,16,19,8,11,1,3,15,14,1,0,0,0,0,0,0,0,0,3,0,3,2,7,0,0,0,-1
31/03/2023,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
31/03/2023,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,13,0,1,12,14,13,1,3,1,10,10,-1,0,0,1,0,0,0,0,2,4,0,6,2,1,0,2,0,5
31/03/2023,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,38,35,1,26,8,7,13,-6,9,1,-3,6,-9,0,0,1,8,8,0,0,11,1,0,12,1,2,0,6,0,4
31/03/2023,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,657,534,0,108,425,707,400,307,344,0,363,335,28,0,0,0,0,96,0,96,-34,119,0,85,98,11,7,-1,0,180
31/03/2023,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31/03/2023,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,11,11,0,0,11,5,5,0,0,1,4,4,0,1,0,0,0,0,0,1,6,0,0,7,0,1,0,1,0,5
31/03/2023,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,72,59,0,42,16,23,22,1,12,2,9,8,0,0,0,0,21,23,1,2,5,1,0,6,0,7,2,0,0,1
31/03/2023,Petsure (Australia) Pty Ltd,95075949923,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,68,2,0,6
31/03/2023,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,598","1,812",35,240,"1,573","1,634","1,132",502,426,122,"1,086","1,227",-140,72,-1,35,14,298,111,501,-14,121,0,107,53,6,6,50,0,110
31/03/2023,QBE Insurance (International) Pty Limited,11000000948,Direct insurer,Direct insurers from large groups,,34,17,0,7,10,-5,5,-10,0,1,-6,3,-9,0,0,0,1,2,2,4,12,1,0,13,1,0,0,5,0,9
31/03/2023,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,33,68,0,39,30,-13,4,-17,-6,1,-7,10,-17,6,0,0,17,1,0,-10,47,5,0,52,8,7,0,16,0,37
31/03/2023,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,121,110,0,19,91,205,99,105,114,13,77,86,-9,3,0,0,0,10,1,15,-1,1,0,1,1,2,0,0,0,0
31/03/2023,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,277,243,0,24,219,198,180,18,1,26,171,171,1,15,0,0,0,0,0,15,32,3,0,35,9,21,1,7,0,17
31/03/2023,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,358,323,0,126,197,300,271,29,86,33,182,164,18,23,-3,0,13,5,15,28,-13,25,0,11,7,1,0,5,0,12
31/03/2023,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,39,35,0,4,30,22,20,2,0,2,20,21,-1,3,0,0,0,4,0,7,4,0,0,4,1,0,0,1,0,3
31/03/2023,RenaissanceRe Europe AG,12146546661,Reinsurer,Reinsurer,,12,16,0,2,14,12,2,9,1,0,11,5,6,0,0,0,0,3,0,3,0,4,0,4,2,2,0,1,0,3
31/03/2023,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,65,51,0,29,22,36,39,-2,23,0,14,13,0,0,0,0,4,7,0,2,5,7,0,13,8,10,2,4,0,9
31/03/2023,SiriusPoint International Forsakringsaktiebolag (publ),26764933001,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2023,Sompo Japan Insurance Inc.,26061428775,Direct insurer,Commercial lines insurers,,14,21,0,16,5,7,7,0,5,0,2,13,-11,0,0,0,3,3,0,1,2,0,0,3,0,2,0,0,0,1
31/03/2023,Southern Cross Benefits Limited,99133401939,Direct insurer,Personal lines insurers,,5,4,0,0,4,2,2,0,0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
31/03/2023,Sovereign Insurance Australia Pty Ltd,85138079286,Direct insurer,Other direct insurers,,17,4,0,0,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1
31/03/2023,St Andrew's Insurance (Australia) Pty Ltd,89075044656,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31/03/2023,StateCover Mutual Limited,36090394755,Direct insurer,Commercial lines insurers,,0,23,0,0,23,22,14,8,1,0,21,24,-4,2,0,0,0,0,0,2,0,13,0,13,7,5,0,0,0,15
31/03/2023,Stewart Title Limited,59101720101,Direct insurer,Other direct insurers,,6,6,0,0,6,2,1,1,0,0,2,0,2,1,0,0,0,0,0,1,3,0,0,3,0,1,0,1,0,1
31/03/2023,Swiss Re Asia Pte. Ltd.,19631490447,Reinsurer,Reinsurer,,300,349,0,195,154,509,241,268,357,-2,154,143,11,1,0,0,0,49,0,51,-51,23,0,-29,3,47,35,-11,0,-26
31/03/2023,Swiss Re International SE,38138873211,Direct insurer,Commercial lines insurers,,35,114,3,53,61,98,44,54,25,9,64,29,34,6,0,3,0,11,0,19,-22,9,0,-12,0,11,2,-7,0,-14
31/03/2023,The Hollard Insurance Company Pty Ltd,78090584473,Direct insurer,Personal lines insurers,,510,480,7,92,388,548,341,207,250,21,276,283,-6,18,0,7,27,100,1,100,12,5,0,17,11,51,-1,-6,0,-18
31/03/2023,The New India Assurance Co Ltd,93000151593,Reinsurer,Reinsurer,,1,2,0,1,1,-1,1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2023,The North of England Protecting and Indemnity Association Limited,33624528123,Direct insurer,Commercial lines insurers,,4,5,0,4,1,3,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1,0,0,-1
31/03/2023,"Tokio Marine & Nichido Fire Insurance Co., Ltd.",80000438291,Direct insurer,Commercial lines insurers,,47,48,0,10,38,55,41,14,9,3,43,34,9,8,0,1,2,12,0,18,-23,4,0,-20,1,5,5,4,0,-23
31/03/2023,Transatlantic Reinsurance Company,96096053226,Reinsurer,Reinsurer,,8,16,0,11,5,7,25,-18,17,0,-10,5,-15,0,0,0,4,5,0,1,14,1,0,15,1,1,0,4,0,10
31/03/2023,TT Club Mutual Insurance Limited,31129394618,Direct insurer,Commercial lines insurers,,3,4,0,3,2,12,1,11,12,0,0,1,-1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1
31/03/2023,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,7,9,0,0,9,6,6,0,0,0,6,6,0,0,2,0,0,2,0,4,-2,2,0,0,1,1,0,-6,0,7
31/03/2023,XL Insurance Company SE,36083570441,Direct insurer,Commercial lines insurers,,149,190,5,142,48,207,63,144,175,0,33,45,-12,23,0,4,35,0,0,-8,23,10,0,33,8,11,1,10,0,21
31/03/2023,Youi Pty Ltd,79123074733,Direct insurer,Personal lines insurers,,331,309,5,44,265,179,177,2,2,30,148,146,1,24,0,5,2,11,0,37,80,6,0,85,4,45,1,13,0,32
31/03/2023,Zurich Australian Insurance Limited,13000296640,Direct insurer,Commercial lines insurers,,417,450,6,92,358,336,252,84,65,26,244,200,44,0,0,6,7,97,24,120,-7,40,0,33,11,3,1,13,0,30
31/12/2022,AAI Limited,48005297807,Direct insurer,Direct insurers from large groups,,"2,506","2,434",35,286,"2,148","1,926","2,107",-181,116,143,"1,667","1,881",-214,191,-165,55,26,85,93,232,249,163,0,412,73,49,20,137,0,319
31/12/2022,Achmea Schadeverzekeringen N.V.,86158237702,Direct insurer,Commercial lines insurers,,8,22,1,3,19,20,12,7,0,1,19,20,-1,0,-1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,-7
31/12/2022,AIG Australia Limited,93004727753,Direct insurer,Commercial lines insurers,,328,270,6,136,134,115,133,-18,35,5,75,70,5,6,0,5,34,30,2,9,50,13,1,62,10,35,2,10,0,28
31/12/2022,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,45,53,0,7,46,36,33,3,1,11,24,27,-3,0,0,0,0,7,0,8,14,1,0,15,1,16,0,0,0,0
31/12/2022,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2022,Allianz Australia General Insurance Limited,99003719319,Direct insurer,Direct insurers from large groups,,1,9,0,9,0,-14,108,-122,-4,-10,1,0,1,0,0,0,1,0,0,0,-1,0,0,-1,1,2,0,-1,0,-1
31/12/2022,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,684","1,634",27,268,"1,366",844,"1,264",-420,-77,82,839,"1,093",-254,122,-20,27,11,170,26,313,214,63,2,275,38,88,67,89,0,203
31/12/2022,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,55,38,1,20,18,15,11,4,-10,0,25,30,-5,0,0,1,4,3,0,1,-8,1,0,-7,0,4,0,0,0,-11
31/12/2022,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,43,44,2,27,17,39,25,14,24,0,16,4,12,7,0,2,5,5,0,8,-7,4,0,-4,1,1,0,-1,0,-3
31/12/2022,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,22,25,0,6,19,1,1,-1,0,0,0,0,0,0,0,0,2,0,0,-2,20,6,1,25,0,0,0,7,0,17
31/12/2022,Arch Lenders Mortgage Indemnity Limited,60074042934,Direct insurer,Lenders mortgage insurers,LMI,62,80,0,62,18,-7,1,-8,-1,0,-6,-4,-2,0,0,0,17,0,0,-17,41,1,0,42,6,8,0,24,0,17
31/12/2022,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,0,3,0,2,0,9,21,-12,-1,0,11,-4,15,0,-5,0,1,1,0,-5,-5,1,0,-5,2,0,4,8,0,-7
31/12/2022,Assetinsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,42,34,0,6,28,20,17,3,7,0,13,6,7,1,0,0,1,9,0,9,6,1,0,7,0,12,12,2,0,5
31/12/2022,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,19,21,0,8,13,12,7,4,3,2,7,5,1,3,0,0,4,0,0,-1,7,0,0,7,1,5,2,2,0,3
31/12/2022,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,451,434,7,30,405,350,336,15,0,52,298,292,6,0,0,7,0,60,0,68,40,7,0,47,2,41,0,2,0,5
31/12/2022,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,143,70,0,2,68,114,71,43,8,39,66,51,15,9,0,3,0,0,0,13,-11,6,0,-5,19,44,38,2,0,5
31/12/2022,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
31/12/2022,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,97,119,0,11,108,44,28,16,0,0,44,55,-11,0,0,0,1,21,0,20,44,9,0,53,0,7,-1,13,0,32
31/12/2022,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,213,162,3,99,63,53,61,-8,26,1,25,28,-3,0,0,3,15,11,0,-1,38,3,0,40,1,16,-2,7,0,16
31/12/2022,BHP Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,4,8,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,-44,0,0,5,0,-42
31/12/2022,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2022,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,111,89,2,32,57,85,106,-22,46,0,39,22,17,1,0,3,6,0,19,17,0,11,0,11,1,6,0,0,0,6
31/12/2022,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,584,514,13,193,322,411,310,101,210,4,198,215,-17,22,2,13,16,72,13,106,18,6,0,24,1,12,2,4,0,10
31/12/2022,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,0,0,0,0,0,-16,12,-28,-18,2,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
31/12/2022,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,237,228,7,34,193,211,302,-91,1,5,206,216,-11,1,11,7,0,18,12,50,-62,3,0,-59,2,0,0,-17,0,-40
31/12/2022,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2022,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,5,6,0,2,4,-1,1,-3,0,0,-1,-1,0,0,0,0,1,1,0,0,4,0,0,4,0,3,1,0,0,3
31/12/2022,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2022,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2022,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31/12/2022,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,21,2,0,5
31/12/2022,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,5,16,0,0,15,8,9,0,0,2,6,7,-1,0,0,0,0,7,0,7,2,0,0,2,0,4,1,0,0,0
31/12/2022,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,148,101,5,48,53,55,26,29,0,0,56,91,-35,-1,-10,8,6,1,0,-8,5,2,0,7,0,15,-1,-1,0,-8
31/12/2022,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,4,4,0,0,4,-2,-1,-1,-2,0,-1,-1,0,0,0,0,0,0,0,0,4,0,0,4,0,2,1,1,0,2
31/12/2022,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,37,38,0,14,23,2,28,-25,1,0,1,16,-15,3,-2,0,0,0,-1,1,22,4,0,26,1,0,0,7,0,20
31/12/2022,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,3,6,-2,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1
31/12/2022,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,52,42,0,42,0,18,17,1,18,1,0,0,0,0,0,0,13,8,0,-5,5,0,0,5,0,3,0,1,0,1
31/12/2022,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,53,71,2,23,48,33,33,0,7,1,24,17,8,3,0,0,11,7,0,-1,25,4,0,28,2,18,0,4,0,9
31/12/2022,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,3,4,0,0,4,-2,-9,7,0,0,-2,-2,0,0,0,0,0,0,0,0,6,1,0,6,0,2,0,1,0,3
31/12/2022,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,354,346,0,30,316,193,171,23,1,0,192,207,-14,0,0,0,2,78,0,76,47,16,0,63,4,5,2,17,0,48
31/12/2022,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,110,99,2,53,46,61,53,8,21,0,40,21,19,4,0,2,8,5,2,6,1,2,0,3,2,3,1,1,0,1
31/12/2022,HDI Global Specialty SE,58129395544,Direct insurer,Commercial lines insurers,,118,113,2,100,13,48,53,-6,44,0,4,7,-3,0,0,2,28,26,0,0,9,1,0,10,0,8,1,1,0,1
31/12/2022,Helia Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31/12/2022,Helia Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,63,124,0,13,111,-22,11,-33,0,1,-23,1,-23,7,0,0,0,0,20,27,107,10,0,118,48,4,-1,47,0,113
31/12/2022,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,20,23,0,7,16,12,9,4,4,0,9,10,-1,0,0,1,2,1,4,3,4,2,0,6,0,1,0,2,0,4
31/12/2022,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"2,347","2,470",47,"1,851",619,"1,366","1,757",-391,"1,142",125,99,449,-350,87,0,14,230,167,131,169,351,54,0,406,46,96,89,148,0,296
31/12/2022,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,"1,135","1,102",32,84,"1,018",987,888,99,42,85,860,848,12,117,0,36,0,41,12,206,-48,23,1,-26,30,1,0,0,0,4
31/12/2022,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,0,24,0,3,21,21,19,2,3,0,18,13,5,0,0,0,0,0,6,5,-2,3,0,1,3,0,0,1,0,3
31/12/2022,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2022,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,327,270,1,120,150,192,63,129,79,0,113,70,43,-6,18,1,23,30,0,22,15,16,0,31,2,35,3,1,0,1
31/12/2022,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,1,24,0,1,22,20,16,4,1,2,17,16,1,0,0,0,0,0,1,1,5,5,0,9,0,6,0,0,0,4
31/12/2022,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,1,18,0,2,16,13,12,1,0,0,12,14,-2,0,0,0,0,0,0,0,3,2,0,5,2,7,0,0,0,0
31/12/2022,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
31/12/2022,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,13,0,1,12,18,13,6,-2,7,13,15,-2,0,0,1,0,0,0,0,-1,2,0,0,1,1,0,0,0,1
31/12/2022,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,43,38,1,27,11,18,9,9,12,0,6,6,0,0,0,1,9,9,0,1,4,1,0,5,1,3,0,0,0,3
31/12/2022,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,415,520,0,93,427,121,351,-230,-131,0,252,274,-22,0,0,0,0,129,0,129,46,33,1,79,17,12,7,43,0,48
31/12/2022,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,4,0,-1,0,-1
31/12/2022,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,-5,-5,0,0,-5,-2,-1,-1,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,-2
31/12/2022,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,64,52,0,37,15,22,19,4,14,1,7,7,1,0,0,0,19,20,1,2,6,0,0,6,0,7,2,0,0,1
31/12/2022,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,821","1,841",31,276,"1,565","1,026","1,143",-118,-143,161,"1,008","1,143",-135,53,31,40,34,301,120,510,47,85,0,132,36,34,-1,38,0,95
31/12/2022,QBE Insurance (International) Pty Limited,11000000948,Direct insurer,Direct insurers from large groups,,11,16,0,7,10,4,4,0,0,2,2,3,-1,0,0,0,0,2,2,4,3,0,0,4,0,0,0,2,0,1
31/12/2022,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,37,66,0,35,30,-26,3,-28,-13,0,-12,-2,-10,5,0,0,14,1,0,-8,51,6,0,56,7,8,1,17,0,40
31/12/2022,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,112,108,0,19,89,122,109,13,23,14,85,89,-4,4,0,0,0,10,1,15,-10,1,0,-9,1,2,0,-3,0,-7
31/12/2022,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,251,236,0,21,215,191,194,-3,1,24,165,158,7,15,0,0,0,0,0,15,34,2,0,36,3,21,1,6,0,14
31/12/2022,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,336,319,0,129,190,325,325,0,65,30,230,210,19,22,-8,0,15,4,16,21,-60,13,0,-47,6,1,0,-12,0,-29
31/12/2022,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,34,34,0,4,31,25,24,1,2,2,20,20,0,4,0,0,0,4,0,7,3,0,0,3,1,0,0,1,0,3
31/12/2022,RenaissanceRe Europe AG,12146546661,Reinsurer,Reinsurer,,13,19,0,2,16,1,12,-11,0,0,1,4,-3,0,0,0,0,6,0,6,9,3,0,12,0,1,0,3,0,7
31/12/2022,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,1,53,0,31,22,28,49,-22,-7,0,35,30,4,0,0,0,5,8,0,3,-16,3,0,-13,1,5,-1,-5,0,-13
